,age,workclass,education,matrial,occupation,relationship,race,sex,work-per-week,country,salary
4197,26,3,11,2,6,3,4,0,56,38,0
4198,18,3,2,4,7,5,4,0,25,38,0
4199,18,8,1,4,14,1,4,1,40,38,0
4200,34,3,8,2,6,0,4,1,50,38,0
4201,59,3,11,0,3,5,4,0,40,38,0
4202,55,3,9,5,3,5,4,1,45,38,1
4203,33,5,15,4,4,5,4,1,72,38,0
4204,25,3,11,4,7,1,4,0,10,38,0
4205,48,3,11,6,6,5,4,0,10,38,0
4206,64,3,9,0,11,5,4,0,5,38,0
4207,47,1,12,4,9,5,4,0,45,38,1
4208,26,3,15,4,12,1,4,0,40,38,0
4209,36,3,7,2,9,0,4,1,48,38,1
4210,21,3,11,2,4,0,4,1,40,38,0
4211,54,8,5,4,14,5,4,0,25,38,0
4212,30,3,11,4,6,1,4,1,44,38,0
4213,41,5,11,0,2,5,4,1,40,38,0
4214,53,8,12,4,14,5,4,0,35,38,1
4215,34,3,15,4,11,4,2,1,30,38,0
4216,20,8,15,4,14,1,4,0,35,38,0
4217,24,3,0,4,11,5,4,1,49,7,0
4218,26,3,9,4,9,5,4,0,20,38,0
4219,25,3,11,4,0,5,4,0,48,38,0
4220,35,3,15,0,11,2,4,0,36,38,0
4221,41,3,15,0,2,5,4,1,40,38,1
4222,33,3,1,4,2,1,4,1,40,38,0
4223,18,3,15,4,7,1,4,0,25,38,0
4224,27,4,11,5,0,5,4,1,38,38,0
4225,32,3,11,0,7,2,4,0,35,38,0
4226,51,1,11,4,7,5,2,1,40,38,0
4227,38,3,8,0,0,2,2,0,40,38,0
4228,41,1,15,2,13,3,4,0,25,38,0
4229,26,3,15,2,2,0,4,1,40,38,0
4230,38,5,8,0,3,2,4,1,35,38,0
4231,54,3,6,2,3,0,4,1,45,38,1
4232,30,3,9,4,9,5,4,0,60,27,0
4233,31,3,15,6,3,2,4,0,30,38,0
4234,26,6,9,4,9,5,4,1,40,38,0
4235,75,5,10,2,9,0,4,1,3,38,0
4236,29,3,12,4,13,1,2,1,40,38,0
4237,61,3,11,2,3,0,4,1,50,38,1
4238,24,3,15,5,11,2,4,0,45,38,0
4239,22,8,2,4,14,5,4,1,30,38,0
4240,34,3,7,4,9,5,4,1,40,38,0
4241,42,3,15,0,2,1,4,1,40,38,0
4242,24,3,1,4,2,5,4,1,40,38,0
4243,42,5,7,2,11,0,4,1,40,41,0
4244,27,0,11,4,2,5,2,1,40,38,0
4245,39,1,9,2,9,3,4,0,50,38,1
4246,20,3,11,4,5,1,4,1,40,38,0
4247,51,3,1,4,7,5,2,0,40,38,0
4248,68,3,9,2,11,0,4,1,30,38,0
4249,28,0,11,4,6,1,4,1,48,38,0
4250,43,3,11,0,12,5,4,0,40,38,0
4251,35,3,15,3,2,5,4,1,40,38,0
4252,44,3,11,0,0,2,2,0,40,38,0
4253,41,3,9,4,5,5,4,1,40,38,0
4254,44,3,11,2,12,0,4,1,45,38,1
4255,20,3,11,2,0,4,4,0,40,38,0
4256,46,3,11,2,2,0,4,1,75,38,1
4257,27,5,7,2,13,0,4,1,70,38,1
4258,32,3,15,4,7,5,4,1,50,38,0
4259,46,3,15,0,11,5,4,1,50,38,0
4260,26,3,11,4,7,5,4,1,24,38,0
4261,20,3,15,4,0,1,1,0,40,39,0
4262,36,3,11,2,4,3,4,0,40,38,0
4263,49,3,9,2,3,0,4,1,40,38,1
4264,32,3,11,2,3,0,4,1,55,38,1
4265,32,3,9,2,9,0,4,1,50,38,1
4266,49,3,9,2,2,0,4,1,40,38,1
4267,36,3,11,4,13,5,4,1,45,38,0
4268,22,3,15,4,7,4,4,1,25,38,0
4269,52,0,11,0,0,5,4,0,40,38,0
4270,42,3,11,2,3,0,4,1,50,38,1
4271,22,8,15,4,14,1,4,1,40,38,0
4272,72,3,11,6,7,2,4,0,16,38,0
4273,30,1,9,5,9,5,4,0,40,38,0
4274,44,3,15,2,5,0,4,1,40,38,0
4275,23,3,9,4,11,5,4,0,45,38,0
4276,22,3,15,4,11,1,4,1,20,38,0
4277,59,3,9,5,0,2,4,1,60,38,0
4278,46,3,11,0,9,2,4,0,40,38,0
4279,30,3,8,2,5,0,4,1,40,25,0
4280,64,0,5,6,7,2,4,0,30,32,0
4281,31,3,15,2,11,3,2,0,40,38,0
4282,64,3,11,2,7,0,4,1,20,38,0
4283,45,3,11,4,6,1,4,0,40,38,0
4284,59,3,11,2,6,0,4,1,40,38,1
4285,32,3,11,4,0,4,2,0,40,22,0
4286,43,3,9,2,6,0,0,1,40,38,0
4287,66,8,0,0,14,5,4,0,20,38,0
4288,23,3,15,4,11,5,4,1,45,38,0
4289,49,5,11,2,2,0,4,1,40,38,0
4290,32,3,2,2,6,0,4,1,40,25,0
4291,49,3,8,4,3,2,4,0,40,38,0
4292,33,3,15,0,9,5,4,1,40,38,0
4293,28,3,14,4,9,5,4,0,85,38,0
4294,47,3,11,2,11,0,2,1,40,38,0
4295,41,3,11,4,7,1,4,1,40,38,0
4296,34,1,12,2,3,0,4,1,40,38,1
4297,25,3,11,4,7,5,4,0,35,38,0
4298,20,8,15,4,14,1,4,0,40,38,0
4299,21,3,15,4,11,5,4,0,15,38,0
4300,25,3,11,4,4,2,4,1,30,41,0
4301,46,3,6,2,7,0,4,1,40,38,0
4302,37,3,3,2,2,0,1,1,40,0,0
4303,41,3,15,2,2,0,4,1,56,38,1
4304,44,3,11,4,0,1,4,1,50,38,0
4305,30,3,11,2,12,0,4,1,40,38,1
4306,54,3,15,2,6,0,4,1,40,38,0
4307,35,5,11,2,4,0,4,1,99,38,0
4308,58,8,11,6,14,5,4,0,12,38,0
4309,21,3,15,4,12,1,4,0,25,6,0
4310,35,5,12,2,11,0,4,1,40,38,1
4311,35,3,14,2,9,0,4,1,80,38,1
4312,19,3,15,4,2,1,4,1,20,38,0
4313,48,3,11,0,3,5,4,0,40,38,0
4314,56,8,15,2,14,0,4,1,40,26,0
4315,65,5,15,6,2,5,4,0,35,38,0
4316,40,3,9,5,0,2,2,1,35,38,0
4317,26,3,11,4,0,5,4,0,40,38,0
4318,45,3,15,2,3,0,4,1,40,38,0
4319,26,3,15,4,2,1,4,1,40,38,0
4320,32,3,11,2,0,0,4,1,40,38,0
4321,35,3,9,0,3,5,4,1,50,38,1
4322,22,5,15,4,2,5,4,1,48,38,0
4323,37,3,8,5,9,1,4,0,38,38,0
4324,25,3,9,4,2,5,4,1,40,25,0
4325,64,3,3,2,13,0,4,1,53,41,0
4326,46,3,8,2,3,0,4,1,48,38,1
4327,30,3,11,4,5,1,4,1,27,38,0
4328,63,3,7,0,3,5,4,1,40,38,1
4329,51,1,11,2,10,0,4,1,40,38,1
4330,68,5,5,2,3,0,4,1,16,38,0
4331,36,3,10,2,9,0,4,1,50,1,0
4332,28,4,15,4,3,5,4,1,50,38,0
4333,41,1,15,2,11,0,4,1,40,38,0
4334,47,3,15,2,9,0,4,1,40,38,0
4335,22,3,15,4,7,2,2,0,30,38,0
4336,33,8,9,4,14,1,1,1,80,29,0
4337,34,4,14,2,9,0,4,1,40,38,1
4338,46,0,9,2,9,0,4,1,40,38,1
4339,28,3,15,3,0,1,4,0,40,38,0
4340,36,3,11,2,2,0,4,1,52,38,1
4341,18,3,15,4,11,1,4,0,20,38,0
4342,33,1,12,2,9,0,4,1,50,38,1
4343,51,3,11,2,13,0,4,1,60,38,1
4344,56,5,11,2,3,0,4,1,35,38,0
4345,54,3,11,4,0,2,4,0,40,38,0
4346,29,3,11,4,3,2,2,0,40,38,0
4347,40,3,15,0,5,5,0,0,84,38,0
4348,53,3,12,2,3,0,4,1,65,38,1
4349,22,3,11,4,5,1,4,1,35,38,0
4350,33,3,11,2,6,0,4,1,40,38,1
4351,28,3,11,0,13,5,4,1,50,38,0
4352,63,3,15,2,9,3,4,0,12,38,0
4353,53,0,10,2,9,0,4,1,60,10,1
4354,37,3,0,2,2,0,4,1,50,38,0
4355,50,0,15,0,3,2,4,1,40,38,0
4356,22,3,11,4,2,1,4,1,40,38,0
4357,40,0,7,4,0,5,4,0,40,38,0
4358,22,3,9,4,9,5,4,0,40,38,1
4359,21,3,15,4,9,1,4,1,40,38,0
4360,25,3,7,2,5,0,2,1,40,22,0
4361,20,3,15,4,2,5,4,0,40,38,0
4362,43,0,11,2,13,0,4,1,40,38,0
4363,29,3,8,4,3,2,4,0,50,38,0
4364,32,3,9,2,11,0,4,1,40,38,1
4365,42,3,12,2,11,0,4,1,50,38,1
4366,33,3,11,2,6,0,1,1,40,34,0
4367,27,3,15,2,3,3,4,0,40,38,1
4368,22,8,15,4,14,1,4,0,40,19,0
4369,29,3,15,2,6,0,4,1,38,38,0
4370,29,3,11,2,13,0,4,1,40,38,0
4371,20,3,15,4,3,1,4,0,20,38,0
4372,35,3,0,4,0,1,4,1,40,38,0
4373,31,5,9,2,9,0,4,1,50,32,1
4374,33,3,11,4,2,5,4,1,50,38,0
4375,67,3,15,2,3,0,4,1,40,38,0
4376,46,3,15,2,9,0,4,1,10,38,0
4377,45,3,6,2,6,3,4,0,40,38,1
4378,17,1,1,4,11,1,4,1,20,38,0
4379,35,3,9,2,3,0,4,1,70,38,1
4380,48,5,9,3,3,5,2,1,40,22,1
4381,49,3,11,0,6,5,2,0,40,38,0
4382,20,3,15,4,11,4,4,0,40,38,0
4383,27,3,11,2,6,0,4,1,46,1,0
4384,64,3,15,2,2,0,4,1,20,38,0
4385,53,0,15,5,2,5,2,1,40,38,0
4386,52,3,11,0,0,5,4,0,40,38,0
4387,29,3,11,2,2,0,4,1,55,38,0
4388,32,4,11,2,2,0,4,1,40,38,1
4389,48,5,9,2,9,3,4,0,20,38,1
4390,30,3,15,4,2,4,4,1,40,25,0
4391,34,3,11,2,7,0,4,1,20,38,0
4392,19,8,15,4,14,1,4,1,50,38,0
4393,39,3,11,4,9,5,4,1,50,38,0
4394,28,3,1,4,5,4,4,1,40,38,0
4395,17,3,2,4,11,5,4,0,10,41,0
4396,54,3,9,4,9,5,4,0,50,38,0
4397,24,3,15,4,11,1,4,1,40,38,0
4398,25,3,11,4,3,1,4,0,40,38,0
4399,25,3,1,0,7,2,4,0,12,38,0
4400,48,1,15,2,3,3,4,0,40,38,1
4401,24,3,9,4,11,1,4,0,40,38,0
4402,31,3,15,2,11,0,1,1,50,35,0
4403,47,3,15,2,2,0,4,1,40,38,1
4404,45,3,9,2,3,0,4,1,40,41,1
4405,19,3,15,4,0,1,4,0,25,38,0
4406,52,4,15,2,11,0,4,1,50,38,1
4407,52,3,11,2,0,0,4,1,40,38,0
4408,19,8,11,4,14,4,1,0,12,34,0
4409,60,3,11,2,13,0,4,1,28,38,0
4410,43,3,12,2,9,0,4,1,50,38,1
4411,24,3,7,0,7,1,4,0,30,38,0
4412,20,8,15,4,14,1,4,0,40,38,0
4413,51,3,11,4,0,5,4,0,40,38,0
4414,38,5,6,0,2,5,4,1,40,38,0
4415,21,3,15,4,0,1,4,0,10,38,0
4416,40,4,11,2,0,0,4,1,50,38,1
4417,54,3,15,6,3,2,4,0,40,38,0
4418,35,3,9,4,7,4,4,1,50,38,0
4419,52,3,1,5,6,2,2,1,40,38,0
4420,53,3,11,2,3,0,4,1,40,38,1
4421,56,8,15,6,14,5,2,0,40,38,0
4422,35,3,11,0,2,2,2,1,40,38,0
4423,43,5,15,0,11,2,4,0,42,38,0
4424,29,3,9,2,2,0,4,1,40,1,0
4425,29,3,11,2,13,0,0,1,65,38,0
4426,27,3,11,4,7,5,4,0,40,38,0
4427,58,3,9,2,0,0,4,1,40,25,0
4428,64,3,11,2,5,0,4,1,18,38,0
4429,53,3,11,2,0,3,2,0,32,38,0
4430,21,3,11,4,0,5,4,0,30,38,0
4431,40,5,7,0,3,5,4,1,30,38,0
4432,52,6,10,2,9,0,4,1,40,19,1
4433,38,3,8,4,12,5,4,1,50,38,0
4434,40,8,15,0,14,5,4,0,30,38,0
4435,39,3,11,2,3,0,4,1,40,38,0
4436,56,8,12,4,14,5,4,0,50,38,1
4437,68,3,10,2,9,0,4,1,55,38,1
4438,24,3,11,4,11,5,4,1,38,38,0
4439,40,4,14,2,9,0,4,1,50,38,1
4440,43,4,14,2,9,0,2,1,99,38,1
4441,38,3,9,4,3,5,4,0,70,38,0
4442,45,3,11,2,11,0,4,1,40,38,1
4443,18,3,1,4,6,1,4,1,55,38,0
4444,57,1,12,2,3,0,4,1,50,38,1
4445,49,3,11,5,7,5,2,0,35,38,0
4446,25,3,15,4,3,1,4,0,40,40,0
4447,52,0,15,0,0,5,4,1,40,38,0
4448,56,3,0,0,2,5,4,1,56,38,0
4449,26,4,15,4,11,5,4,1,48,38,0
4450,19,3,11,4,2,5,4,0,40,38,0
4451,25,4,9,4,0,1,1,0,40,38,0
4452,25,3,11,2,0,3,4,0,30,38,0
4453,21,3,11,4,11,4,4,1,45,38,0
4454,48,5,5,2,2,0,4,1,40,21,0
4455,33,6,12,2,9,0,4,1,60,1,0
4456,31,6,11,0,10,1,3,1,40,38,0
4457,26,5,11,0,4,2,4,1,65,38,0
4458,37,6,9,4,9,5,4,1,38,38,0
4459,29,8,15,0,14,2,4,0,30,38,0
4460,20,3,15,4,7,1,4,1,20,38,0
4461,28,3,15,2,11,0,3,1,60,41,0
4462,49,3,11,6,0,2,4,0,20,38,0
4463,73,8,0,4,14,5,4,1,4,38,0
4464,49,3,12,2,3,0,4,1,40,38,1
4465,51,3,15,2,9,3,4,0,40,38,1
4466,40,3,15,2,11,0,4,1,40,38,0
4467,24,3,8,4,6,1,4,0,40,38,0
4468,18,3,2,4,11,1,4,1,24,38,0
4469,41,3,0,2,13,0,2,1,40,38,1
4470,46,3,11,2,0,0,4,1,40,38,1
4471,46,3,11,2,0,3,4,0,40,38,0
4472,64,3,0,2,13,0,4,1,40,38,1
4473,50,5,14,2,9,0,4,1,40,38,1
4474,53,6,12,2,9,0,4,1,36,38,1
4475,21,3,11,4,2,5,4,1,40,38,0
4476,22,6,15,2,7,0,4,1,25,38,0
4477,37,3,9,0,3,2,4,0,45,38,1
4478,39,0,14,4,9,5,4,1,55,38,1
4479,30,3,9,2,11,0,1,1,40,18,0
4480,25,3,9,4,9,5,4,1,40,38,0
4481,26,3,15,4,3,2,2,0,40,38,0
4482,43,3,9,4,11,5,4,1,50,38,0
4483,59,3,11,6,0,2,4,0,60,38,0
4484,27,3,11,3,0,2,4,0,40,22,0
4485,55,3,0,2,2,0,2,1,40,38,1
4486,20,3,15,4,7,1,4,1,12,1,0
4487,25,3,8,4,9,5,4,0,36,1,0
4488,28,3,7,5,7,5,4,1,40,38,0
4489,29,3,9,4,11,5,4,1,50,38,0
4490,60,3,1,2,11,0,4,1,40,38,1
4491,37,1,9,2,9,3,4,0,50,38,1
4492,25,3,1,0,11,1,4,0,40,38,0
4493,27,3,15,2,2,0,4,1,60,38,0
4494,50,6,9,2,3,0,4,1,40,38,1
4495,41,5,15,2,4,0,4,1,70,38,0
4496,46,3,5,2,2,0,4,1,47,38,0
4497,35,3,8,0,7,2,2,0,40,38,0
4498,21,8,15,4,14,1,4,1,40,38,0
4499,35,8,1,5,14,5,4,0,60,38,0
4500,40,3,11,4,5,5,2,1,40,38,0
4501,49,3,9,2,3,0,4,1,40,38,1
4502,29,3,9,4,9,5,4,0,50,38,0
4503,43,1,9,0,9,2,4,0,40,38,0
4504,39,3,7,4,13,5,2,1,60,38,0
4505,35,3,11,4,5,1,4,1,60,38,0
4506,52,3,15,2,6,0,4,1,40,38,0
4507,25,3,15,4,5,5,2,1,40,27,0
4508,20,4,11,4,6,1,4,0,30,38,0
4509,46,3,15,0,7,2,4,0,10,41,0
4510,24,3,9,4,3,5,4,1,40,38,0
4511,29,3,9,2,2,4,1,1,30,18,0
4512,21,3,15,4,7,1,4,1,40,38,0
4513,37,0,9,0,3,4,4,0,50,38,0
4514,43,0,11,4,0,1,4,1,40,38,0
4515,19,3,11,4,0,5,4,0,26,38,0
4516,47,3,11,2,11,0,4,1,45,38,0
4517,61,3,11,2,13,0,4,1,45,38,1
4518,21,8,7,4,14,5,4,1,55,38,0
4519,35,3,11,2,7,0,4,1,60,38,0
4520,60,3,0,2,5,0,2,1,40,38,0
4521,27,3,15,4,0,5,4,0,40,38,0
4522,57,1,9,2,9,0,1,1,35,18,0
4523,56,3,3,2,2,0,4,1,40,38,0
4524,27,3,11,4,3,5,4,0,40,38,0
4525,47,3,5,2,6,3,2,0,35,38,0
4526,19,3,11,4,7,5,4,1,30,38,0
4527,28,5,2,0,7,2,4,0,30,38,0
4528,43,3,0,2,0,0,4,1,40,38,0
4529,63,1,15,0,3,5,4,0,35,38,0
4530,22,8,15,4,14,1,4,1,40,38,0
4531,25,3,11,0,5,1,1,0,40,29,0
4532,35,5,11,4,6,1,4,1,40,38,1
4533,20,3,11,4,5,1,4,0,40,38,0
4534,48,3,0,2,11,0,4,1,70,38,0
4535,30,1,9,4,9,5,2,0,40,10,0
4536,31,3,9,2,9,0,4,1,40,38,1
4537,20,3,11,4,11,1,1,0,24,29,0
4538,57,6,12,2,9,0,4,1,50,38,1
4539,41,3,8,2,0,3,4,0,44,38,1
4540,33,3,11,0,0,4,4,0,40,38,0
4541,27,3,8,2,4,0,4,1,40,38,0
4542,34,3,11,2,4,0,4,1,60,38,1
4543,22,3,0,4,2,5,4,1,30,38,0
4544,50,3,7,2,3,3,2,0,40,38,1
4545,40,5,9,2,9,0,4,1,45,38,1
4546,37,3,11,2,2,0,4,1,51,38,0
4547,40,8,7,0,14,5,4,1,40,38,0
4548,53,3,12,2,3,0,4,1,55,38,1
4549,38,5,15,2,6,0,4,1,40,38,1
4550,25,6,11,4,9,5,4,1,40,38,0
4551,51,3,11,2,2,0,2,1,40,38,0
4552,22,8,2,4,14,1,2,1,40,38,0
4553,18,3,15,4,7,1,4,1,16,38,0
4554,41,3,1,2,5,0,4,1,40,38,1
4555,33,3,11,4,0,2,4,0,40,38,0
4556,33,3,9,4,11,5,4,0,40,38,0
4557,67,6,15,2,13,0,4,1,40,38,0
4558,47,5,11,2,3,0,4,1,50,38,1
4559,24,3,15,4,6,5,4,1,40,38,0
4560,32,1,5,2,7,0,4,1,40,38,0
4561,29,3,11,4,7,2,4,0,40,25,0
4562,25,3,8,4,11,5,4,1,45,38,0
4563,33,3,15,0,0,5,4,0,40,38,0
4564,55,3,9,2,2,0,4,1,40,38,0
4565,31,3,15,2,11,0,4,1,40,38,1
4566,32,1,12,2,9,0,4,1,50,38,0
4567,18,3,11,4,10,1,4,1,3,38,0
4568,36,3,11,0,0,2,4,0,50,38,0
4569,58,3,11,6,0,5,4,0,27,38,0
4570,34,3,12,2,3,0,4,1,50,38,1
4571,19,3,1,4,5,5,4,1,40,38,0
4572,21,3,11,4,0,2,2,0,40,38,0
4573,36,4,11,4,4,5,4,1,50,38,0
4574,37,3,9,2,9,3,2,0,40,38,1
4575,43,3,11,2,6,3,2,0,21,37,0
4576,52,6,9,2,10,0,4,1,40,38,0
4577,48,3,8,0,7,5,4,0,40,41,0
4578,43,3,15,0,9,2,4,0,38,38,0
4579,22,3,11,4,7,1,4,1,40,38,0
4580,57,3,4,0,13,2,4,1,40,38,0
4581,37,3,7,4,0,5,4,0,40,38,0
4582,39,3,15,0,11,2,1,0,38,38,0
4583,54,3,15,2,11,0,4,1,40,38,1
4584,27,3,7,4,7,5,4,1,40,38,0
4585,21,3,11,4,0,5,4,0,35,38,0
4586,65,3,15,5,0,5,4,0,38,38,0
4587,30,3,15,2,7,3,4,0,40,38,0
4588,22,3,6,4,6,5,4,0,40,38,0
4589,26,3,9,2,11,0,4,1,50,38,0
4590,25,3,1,5,2,1,4,1,40,38,0
4591,35,8,8,2,14,3,4,0,40,38,1
4592,47,3,8,2,3,0,4,1,50,38,1
4593,23,3,7,4,7,1,4,1,60,38,0
4594,42,3,11,2,11,0,2,1,40,38,1
4595,39,5,15,4,2,5,1,1,30,38,0
4596,55,3,10,2,3,0,4,1,60,38,1
4597,24,6,12,3,9,5,1,0,10,2,0
4598,46,4,9,2,6,0,4,1,40,41,1
4599,53,3,11,2,2,0,4,1,40,38,1
4600,44,3,1,5,7,2,2,0,60,38,0
4601,40,3,11,5,13,2,2,0,40,38,0
4602,48,3,15,2,2,0,4,1,40,38,1
4603,26,3,8,5,0,2,4,0,35,38,0
4604,22,3,11,4,11,1,4,0,40,38,0
4605,35,8,11,2,14,3,4,0,12,38,0
4606,20,8,15,4,14,2,4,0,20,38,0
4607,43,3,11,0,3,5,4,0,40,38,0
4608,37,1,11,2,7,3,4,0,25,38,0
4609,30,3,11,2,2,0,1,1,40,24,0
4610,41,3,11,2,11,0,0,1,50,38,0
4611,38,3,14,2,9,0,4,1,60,38,1
4612,77,8,6,2,14,0,2,1,40,38,0
4613,42,5,11,2,4,0,4,1,50,38,0
4614,20,3,11,4,13,1,2,1,40,38,0
4615,36,3,9,0,0,5,4,0,40,38,0
4616,32,0,8,4,9,4,1,1,40,38,0
4617,27,3,9,2,3,0,4,1,40,38,1
4618,25,6,15,0,10,4,4,1,45,38,0
4619,40,3,12,4,3,5,4,1,40,38,0
4620,18,8,1,4,14,1,4,1,25,38,0
4621,49,3,9,2,3,0,4,1,45,38,1
4622,17,3,1,4,7,1,4,0,16,38,0
4623,29,3,11,4,11,2,4,0,40,38,0
4624,47,3,14,2,9,0,1,1,55,35,1
4625,24,5,15,5,5,1,4,1,45,38,0
4626,58,8,5,2,14,0,4,1,24,38,0
4627,29,3,11,4,2,5,4,1,40,38,0
4628,45,3,15,2,0,3,4,0,24,1,1
4629,30,3,2,2,2,0,4,1,50,38,0
4630,19,3,15,4,0,1,4,1,20,38,0
4631,59,3,0,2,13,0,4,1,40,38,1
4632,47,3,5,3,7,2,4,0,30,38,0
4633,41,3,15,2,12,0,2,1,40,38,0
4634,28,3,7,4,9,1,4,1,40,9,0
4635,46,3,7,2,2,0,4,1,40,38,1
4636,40,5,15,2,2,0,4,1,60,38,0
4637,66,6,0,0,7,5,2,0,40,38,0
4638,30,1,9,4,9,5,2,1,45,41,1
4639,44,5,15,4,2,1,4,1,12,38,0
4640,58,5,11,2,3,0,4,1,60,38,1
4641,21,3,5,4,7,4,4,1,48,25,0
4642,59,3,6,6,7,2,2,0,40,38,0
4643,35,1,15,2,7,0,4,1,40,38,0
4644,45,3,6,2,0,0,2,1,40,38,1
4645,30,3,11,2,13,0,4,1,40,38,0
4646,33,3,11,4,5,5,2,1,40,22,0
4647,26,3,15,4,11,5,4,0,15,38,0
4648,48,3,15,5,11,2,2,0,35,38,0
4649,31,3,11,4,11,1,1,0,40,38,0
4650,36,3,11,2,3,0,4,1,45,38,0
4651,48,3,11,0,9,2,4,0,38,38,0
4652,30,3,11,2,2,0,4,1,40,38,0
4653,33,3,11,2,5,0,4,1,50,38,1
4654,19,8,6,4,14,5,4,0,25,38,0
4655,37,1,7,2,9,3,2,0,40,41,1
4656,53,3,9,2,3,0,4,1,45,38,1
4657,18,3,15,4,7,1,4,0,40,41,0
4658,38,3,15,2,13,0,4,1,50,38,1
4659,34,3,15,4,7,5,4,1,50,38,0
4660,45,3,9,2,11,0,4,1,52,38,1
4661,33,1,8,2,9,0,4,1,60,38,0
4662,35,3,8,2,2,3,4,0,44,38,0
4663,22,3,11,4,5,1,2,1,40,38,0
4664,35,3,11,0,7,2,4,0,30,38,0
4665,45,3,11,2,9,0,0,1,8,38,0
4666,17,3,1,4,4,1,4,1,45,38,0
4667,50,3,11,2,3,0,4,1,45,38,0
4668,38,1,9,2,9,0,4,1,50,38,1
4669,33,3,15,2,2,0,4,1,50,38,1
4670,46,3,11,2,11,0,4,1,35,41,0
4671,25,3,9,4,11,5,4,0,50,38,0
4672,64,3,11,2,2,0,4,1,40,38,0
4673,62,5,15,2,3,0,4,1,10,38,0
4674,32,3,11,2,12,0,4,1,60,38,1
4675,17,3,1,4,11,1,4,1,20,38,0
4676,61,3,11,2,2,0,4,1,55,38,0
4677,40,6,10,4,9,5,2,0,40,38,0
4678,21,3,11,4,3,4,4,0,40,38,0
4679,39,3,9,2,3,0,4,1,50,38,1
4680,35,5,15,2,3,0,4,1,45,38,0
4681,29,3,8,2,9,0,4,1,40,38,0
4682,27,0,7,4,13,5,2,1,40,38,0
4683,20,3,7,4,0,5,4,0,40,38,0
4684,34,8,15,2,14,3,4,0,20,38,1
4685,51,1,12,4,9,1,4,1,40,38,0
4686,45,3,11,5,6,2,2,0,15,38,0
4687,20,8,15,4,14,1,4,0,40,38,0
4688,31,3,15,2,2,0,4,1,40,38,0
4689,29,3,11,4,12,1,2,1,40,38,0
4690,56,3,9,2,0,0,4,1,30,1,0
4691,55,5,15,0,12,5,4,0,12,38,1
4692,26,3,15,4,12,1,4,1,20,38,0
4693,46,3,15,2,2,0,4,1,45,38,1
4694,32,1,11,2,7,0,4,1,40,38,0
4695,28,3,11,2,11,0,4,1,40,38,0
4696,27,3,5,4,7,4,4,1,35,12,0
4697,23,3,6,3,2,5,4,1,40,25,0
4698,59,3,0,2,2,0,4,1,40,38,0
4699,26,3,2,4,2,4,3,1,48,12,0
4700,36,3,0,4,5,5,4,1,40,38,0
4701,18,3,11,4,11,1,4,0,15,38,0
4702,33,3,6,0,5,5,4,1,70,38,0
4703,60,5,8,2,13,3,4,0,15,10,1
4704,40,3,11,0,6,2,4,0,48,25,0
4705,48,3,11,2,4,0,4,1,43,38,0
4706,27,5,0,2,2,0,4,1,48,38,0
4707,19,3,15,4,7,1,4,1,20,38,0
4708,38,3,9,2,9,0,4,1,50,38,1
4709,26,3,15,0,2,5,4,1,43,38,0
4710,45,0,8,2,10,0,4,1,40,38,0
4711,20,3,15,4,0,1,4,0,20,38,0
4712,32,0,11,0,2,2,4,1,40,38,0
4713,22,3,15,4,5,1,4,0,13,38,0
4714,22,3,11,4,0,5,4,1,40,38,0
4715,38,6,11,4,7,2,2,0,38,38,0
4716,34,3,11,2,2,0,4,1,50,38,1
4717,46,3,3,6,7,2,3,0,30,25,0
4718,39,3,9,0,3,5,4,0,25,38,0
4719,79,5,11,6,7,5,4,0,24,38,0
4720,60,8,9,2,14,0,4,1,8,38,1
4721,24,3,11,4,11,1,4,1,40,5,0
4722,31,3,15,2,2,0,4,1,65,38,0
4723,37,5,9,2,11,0,1,1,77,39,0
4724,23,3,11,4,2,4,4,1,40,38,0
4725,31,3,15,2,13,0,4,1,45,7,0
4726,29,3,9,2,9,0,4,1,40,38,1
4727,22,6,9,4,9,1,4,0,43,38,0
4728,69,8,15,6,14,5,4,0,20,38,0
4729,55,1,11,0,7,2,4,0,38,38,0
4730,43,3,11,0,2,4,4,1,40,38,0
4731,23,3,5,4,4,2,3,1,36,25,0
4732,29,3,11,4,0,2,4,1,35,25,0
4733,22,3,8,4,7,4,4,0,40,25,0
4734,22,3,15,4,11,5,4,1,42,38,0
4735,25,3,11,2,3,0,4,1,84,38,1
4736,29,3,15,4,6,1,4,1,45,38,0
4737,25,6,15,4,13,5,2,1,40,38,0
4738,33,0,11,4,3,5,4,0,40,38,0
4739,33,3,9,4,9,5,4,1,40,38,1
4740,31,3,10,4,9,5,4,0,28,38,0
4741,30,1,12,2,9,0,4,1,45,38,1
4742,55,3,9,2,11,0,4,1,40,38,0
4743,36,3,2,4,3,5,4,1,50,38,0
4744,47,8,11,6,14,2,4,0,40,38,0
4745,28,3,9,4,11,5,4,1,40,38,1
4746,42,3,12,2,9,0,4,1,40,38,1
4747,51,3,7,0,3,2,4,1,55,10,0
4748,62,1,9,0,9,5,2,0,40,38,0
4749,65,4,15,2,11,0,4,1,35,38,1
4750,23,3,9,2,9,0,4,1,40,38,0
4751,60,8,11,2,14,0,4,1,32,38,0
4752,47,3,5,2,2,0,2,1,60,38,1
4753,50,4,11,0,3,2,4,0,40,38,0
4754,70,8,9,2,14,0,4,1,6,38,0
